	Kingdom	Phylum	Class	Order	Family	Genus	Species	Taxonomy
ASV3959	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_17	NA	g:Clostridium_sensu_stricto_17
ASV3960	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	c:Gammaproteobacteria
ASV3961	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	c:Gammaproteobacteria
ASV3962	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA	NA	f:Bacillaceae
ASV3963	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Ureibacillus	suwonensis	Ureibacillus suwonensis
ASV3964	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	Desulforhopalus	NA	g:Desulforhopalus
ASV3965	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	c:Gammaproteobacteria
ASV3966	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	NA	NA	f:Caulobacteraceae
ASV3968	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4_lineage	NA	g:Pir4_lineage
ASV3969	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA	c:OM190
ASV3970	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rubripirellula	NA	g:Rubripirellula
ASV3971	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Polaribacter	NA	g:Polaribacter
ASV3972	Bacteria	Actinobacteriota	Actinobacteria	NA	NA	NA	NA	c:Actinobacteria
ASV3973	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	NA	g:Pedomicrobium
ASV3974	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	NA	g:Nocardioides
ASV3975	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	NA	g:Chthoniobacter
ASV3976	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	mle1-7	NA	g:mle1-7
ASV3977	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcales-Tissierellales_fa	Anaeromicrobium	NA	g:Anaeromicrobium
ASV3978	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA	NA	f:JG30-KF-CM45
ASV3979	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA	NA	f:JG30-KF-CM45
ASV3980	Bacteria	Proteobacteria	NA	NA	NA	NA	NA	p:Proteobacteria
ASV3981	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	c:Gammaproteobacteria
ASV3982	Bacteria	NA	NA	NA	NA	NA	NA	NA
ASV3983	Bacteria	Firmicutes	Clostridia	Clostridia_or	Hungateiclostridiaceae	Ruminiclostridium	NA	g:Ruminiclostridium
ASV3984	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter	NA	g:Pajaroellobacter
ASV3985	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingorhabdus	NA	g:Sphingorhabdus
ASV3987	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	NA	g:Pedomicrobium
ASV3989	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Planktotalea	NA	g:Planktotalea
ASV3990	Bacteria	Actinobacteriota	Actinobacteria	Nitriliruptorales	Nitriliruptoraceae	NA	NA	f:Nitriliruptoraceae
ASV3991	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Yoonia-Loktanella	NA	g:Yoonia-Loktanella
ASV3992	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Micrococcus	NA	g:Micrococcus
ASV3993	Archaea	Halobacterota	Halobacteria	Halobacterales	Halomicrobiaceae	Halomicrobium	NA	g:Halomicrobium
ASV3994	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halioglobus	NA	g:Halioglobus
ASV3995	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula	NA	g:Blastopirellula
ASV3996	Bacteria	Firmicutes	Bacilli	Bacillales	NA	NA	NA	o:Bacillales
ASV3997	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Sarcina	NA	g:Sarcina
ASV3998	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Maricaulis	maris	Maricaulis maris
ASV3999	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA	f:Rhodobacteraceae
ASV4000	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA	f:Rhodobacteraceae
ASV4001	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Lysinibacillus	NA	g:Lysinibacillus
ASV4002	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Actibacterium	NA	g:Actibacterium
ASV4003	Bacteria	Actinobacteriota	Actinobacteria	Nitriliruptorales	Nitriliruptoraceae	NA	NA	f:Nitriliruptoraceae
ASV4004	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA	f:Rhodobacteraceae
ASV4005	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA	g:Lactobacillus
ASV4006	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	NA	NA	f:Clade_I
ASV4007	Bacteria	Firmicutes	Symbiobacteriia	Symbiobacteriales	Symbiobacteraceae	Symbiobacterium	NA	g:Symbiobacterium
ASV4008	Bacteria	Firmicutes	Clostridia	Clostridia_or	Hungateiclostridiaceae	NA	NA	f:Hungateiclostridiaceae
ASV4009	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Mesoflavibacter	zeaxanthinifaciens	Mesoflavibacter zeaxanthinifaciens
ASV4010	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	NA	NA	f:Microtrichaceae
ASV4011	Bacteria	Desulfobacterota	Desulfobacteria	Desulfatiglandales	Desulfatiglandaceae	Desulfatiglans	NA	g:Desulfatiglans
ASV4012	Bacteria	Modulibacteria	Moduliflexia	Moduliflexales	Moduliflexaceae	NA	NA	f:Moduliflexaceae
ASV4013	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA	NA	o:WCHB1-41
ASV4014	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	NA	NA	f:Planococcaceae
ASV4015	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	LCP-80	NA	g:LCP-80
ASV4016	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus	fructosivorans	Desulfosporosinus fructosivorans
ASV4017	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA	NA	o:Gaiellales
ASV4018	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	DEV007	NA	NA	f:DEV007
ASV4019	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula	NA	g:Rhodopirellula
ASV4020	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Enteractinococcus	NA	g:Enteractinococcus
ASV4021	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	OM60(NOR5)_clade	NA	g:OM60(NOR5)_clade
ASV4022	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA	NA	f:67-14
ASV4023	Bacteria	Desulfobacterota	Desulfuromonadia	Bradymonadales	NA	NA	NA	o:Bradymonadales
ASV4024	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	NA	NA	f:Devosiaceae
ASV4025	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Pseudahrensia	NA	g:Pseudahrensia
ASV4026	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter	NA	g:Ilumatobacter
ASV4027	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4_lineage	NA	g:Pir4_lineage
ASV4028	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Ulvibacter	NA	g:Ulvibacter
ASV4029	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	NA	NA	f:Chromatiaceae
ASV4030	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Steroidobacter	NA	g:Steroidobacter
ASV4031	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	tunicata/ulvae	Pseudoalteromonas tunicata/ulvae
ASV4032	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	DEV007	NA	NA	f:DEV007
ASV4033	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	IS-44	NA	g:IS-44
ASV4034	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA	NA	f:Saprospiraceae
ASV4035	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Curtobacterium	NA	g:Curtobacterium
ASV4036	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Gordonia	NA	g:Gordonia
ASV4037	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Stappiaceae	Stappia	NA	g:Stappia
ASV4038	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Haloferula	NA	g:Haloferula
ASV4039	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA	f:Rhodobacteraceae
ASV4040	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA	NA	f:Bacillaceae
ASV4041	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4_lineage	NA	g:Pir4_lineage
ASV4042	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA	g:Coxiella
ASV4043	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	NA	NA	f:Planococcaceae
ASV4044	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	NA	g:Pirellula
ASV4045	Bacteria	Chloroflexi	Gitt-GS-136	NA	NA	NA	NA	c:Gitt-GS-136
ASV4046	Bacteria	Myxococcota	Polyangia	Polyangiales	Phaselicystidaceae	Phaselicystis	NA	g:Phaselicystis
ASV4047	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA	f:Flavobacteriaceae
ASV4048	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudophaeobacter	NA	g:Pseudophaeobacter
ASV4049	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	NA	NA	f:Opitutaceae
ASV4050	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexales_fa	Pseudobacteriovorax	NA	g:Pseudobacteriovorax
ASV4051	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Cetobacterium	NA	g:Cetobacterium
ASV4052	Archaea	Halobacterota	Halobacteria	Halobacterales	Haloferacaceae	Natronococcus	NA	g:Natronococcus
ASV4053	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	NA	NA	f:Hyphomicrobiaceae
ASV4054	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter	NA	g:Peredibacter
ASV4055	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA	f:Rhodobacteraceae
ASV4056	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA	c:Bacteroidia
ASV4057	Bacteria	Firmicutes	Thermacetogenia	Thermacetogeniales	Thermacetogeniaceae	Syntrophaceticus	NA	g:Syntrophaceticus
ASV4059	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Paenarthrobacter	NA	g:Paenarthrobacter
ASV4060	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA	f:Rhodobacteraceae
ASV4061	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseibacterium	NA	g:Roseibacterium
ASV4062	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseovarius	NA	g:Roseovarius
ASV4063	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	NA	NA	f:Alcaligenaceae
ASV4064	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	NA	NA	f:Isosphaeraceae
ASV4065	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	Sva0081_sediment_group	NA	g:Sva0081_sediment_group
ASV4067	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	NA	g:Rhodococcus
ASV4068	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula	NA	g:Rhodopirellula
ASV4069	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4_lineage	NA	g:Pir4_lineage
ASV4070	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Pelolinea	NA	g:Pelolinea
ASV4071	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA	f:Xanthobacteraceae
ASV4072	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	NA	g:Acidothermus
ASV4073	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA	f:Rhodobacteraceae
ASV4074	Bacteria	Cyanobacteria	Vampirivibrionia	Gastranaerophilales	NA	NA	NA	o:Gastranaerophilales
ASV4075	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	NA	NA	f:Unknown_Family
ASV4076	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Ottowia	NA	g:Ottowia
ASV4077	Bacteria	Firmicutes	Clostridia	Clostridia_or	Hungateiclostridiaceae	Acetivibrio	NA	g:Acetivibrio
ASV4078	Bacteria	Chloroflexi	Dehalococcoidia	S085	NA	NA	NA	o:S085
ASV4079	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	NA	NA	f:Micavibrionaceae
ASV4080	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_1	NA	g:Clostridium_sensu_stricto_1
ASV4081	Bacteria	Gemmatimonadota	S0134_terrestrial_group	NA	NA	NA	NA	c:S0134_terrestrial_group
ASV4082	Bacteria	Firmicutes	Limnochordia	Limnochordia_or	Limnochordia_fa	Hydrogenispora	NA	g:Hydrogenispora
ASV4083	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Herbinix	NA	g:Herbinix
ASV4084	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Ornithinimicrobium	NA	g:Ornithinimicrobium
ASV4085	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	Sva0081_sediment_group	NA	g:Sva0081_sediment_group
ASV4086	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	manihotivorans	Lactobacillus manihotivorans
ASV4087	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	NA	NA	f:Microbacteriaceae
ASV4088	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	NA	g:Pseudonocardia
ASV4089	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula	NA	g:Rhodopirellula
ASV4090	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA	f:Pirellulaceae
ASV4091	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcales-Tissierellales_fa	Peptoniphilus	NA	g:Peptoniphilus
ASV4092	Bacteria	Actinobacteriota	Actinobacteria	NA	NA	NA	NA	c:Actinobacteria
ASV4093	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	iners	Lactobacillus iners
ASV4094	Bacteria	Bacteroidota	Bacteroidia	Bacteroidetes_VC2.1_Bac22	NA	NA	NA	o:Bacteroidetes_VC2.1_Bac22
ASV4095	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	NA	NA	f:Christensenellaceae
ASV4096	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA	NA	f:Anaerolineaceae
ASV4097	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA	f:Pirellulaceae
ASV4098	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	NA	NA	f:Legionellaceae
ASV4099	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Fuerstia	NA	g:Fuerstia
ASV4100	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolinea	NA	g:Anaerolinea
ASV4101	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Fuerstia	NA	g:Fuerstia
ASV4102	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	Desulforhopalus	NA	g:Desulforhopalus
ASV4104	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	NA	NA	f:Puniceicoccaceae
ASV4105	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Demequinaceae	Demequina	NA	g:Demequina
ASV4106	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula	NA	g:Rhodopirellula
ASV4107	Bacteria	Actinobacteriota	Actinobacteria	NA	NA	NA	NA	c:Actinobacteria
ASV4108	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Gimesiaceae	NA	NA	f:Gimesiaceae
ASV4109	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	NA	g:Corynebacterium
ASV4110	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4_lineage	NA	g:Pir4_lineage
ASV4112	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA	f:Pirellulaceae
ASV4113	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4_lineage	NA	g:Pir4_lineage
ASV4114	Bacteria	Cyanobacteria	Vampirivibrionia	Gastranaerophilales	NA	NA	NA	o:Gastranaerophilales
ASV4115	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	NA	NA	f:Microtrichaceae
ASV4116	Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	NA	NA	f:Bifidobacteriaceae
ASV4117	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA	f:Rhodobacteraceae
ASV4118	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Stappiaceae	Labrenzia	alexandrii	Labrenzia alexandrii
ASV4119	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Maribacter	NA	g:Maribacter
ASV4120	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Rubinisphaera	NA	g:Rubinisphaera
ASV4121	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria	NA	g:Ruegeria
ASV4122	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula	NA	g:Rhodopirellula
ASV4123	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	NA	g:Rhodococcus
ASV4124	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Arcticiflavibacter	NA	g:Arcticiflavibacter
ASV4125	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula	NA	g:Blastopirellula
ASV4126	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	NA	g:Bradyrhizobium
ASV4127	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	NA	NA	f:Micavibrionaceae
ASV4129	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	Desulfosarcina	NA	g:Desulfosarcina
ASV4130	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA	g:Vibrio
ASV4131	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4_lineage	NA	g:Pir4_lineage
ASV4132	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga	NA	g:Microvirga
ASV4133	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Pseudahrensia	NA	g:Pseudahrensia
ASV4134	Bacteria	Firmicutes	Limnochordia	Limnochordia_or	Limnochordia_fa	Hydrogenispora	NA	g:Hydrogenispora
ASV4135	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA	g:Bdellovibrio
ASV4136	Bacteria	Chloroflexi	KD4-96	NA	NA	NA	NA	c:KD4-96
ASV4137	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	japonicum	Bradyrhizobium japonicum
ASV4138	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	NA	NA	f:Rubinisphaeraceae
ASV4139	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	NA	g:Shewanella
ASV4140	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Lewinella	NA	g:Lewinella
ASV4141	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA	g:Coxiella
ASV4142	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcales-Tissierellales_fa	Tepidimicrobium	NA	g:Tepidimicrobium
ASV4145	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_3	NA	g:Clostridium_sensu_stricto_3
ASV4146	Bacteria	Bacteroidota	Rhodothermia	Rhodothermales	Rhodothermaceae	Salinibacter	NA	g:Salinibacter
ASV4147	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	NA	NA	NA	o:Microtrichales
ASV4148	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA	f:Rhodobacteraceae
ASV4149	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Antarctobacter	heliothermus	Antarctobacter heliothermus
ASV4150	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA	NA	f:67-14
ASV4151	Bacteria	Firmicutes	Clostridia	Thermincolales	Thermincolaceae	Thermincola	NA	g:Thermincola
ASV4152	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	NA	g:Legionella
ASV4153	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix	muris/rhusiopathiae	Erysipelothrix muris/rhusiopathiae
ASV4154	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Gimesiaceae	NA	NA	f:Gimesiaceae
ASV4155	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula	NA	g:Rhodopirellula
ASV4156	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes	NA	g:Rhodoplanes
ASV4157	Bacteria	Firmicutes	Clostridia	Clostridia_or	Hungateiclostridiaceae	Ruminiclostridium	NA	g:Ruminiclostridium
ASV4158	Bacteria	Proteobacteria	Gammaproteobacteria	EC3	NA	NA	NA	o:EC3
ASV4159	Bacteria	Firmicutes	Clostridia	Clostridia_or	Hungateiclostridiaceae	Ruminiclostridium	NA	g:Ruminiclostridium
ASV4160	Bacteria	Firmicutes	Clostridia	Clostridia_or	Hungateiclostridiaceae	Pseudoclostridium	NA	g:Pseudoclostridium
ASV4161	Bacteria	Firmicutes	Limnochordia	Limnochordia_or	Limnochordia_fa	Hydrogenispora	NA	g:Hydrogenispora
ASV4162	Bacteria	Proteobacteria	Alphaproteobacteria	Parvibaculales	PS1_clade	NA	NA	f:PS1_clade
ASV4163	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Sedimenticolaceae	NA	NA	f:Sedimenticolaceae
ASV4164	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	NA	NA	f:Unknown_Family
ASV4165	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA	g:Lactobacillus
ASV4166	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	Kiloniella	majae/spongiae	Kiloniella majae/spongiae
ASV4167	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	NA	NA	f:Rubinisphaeraceae
ASV4168	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	NA	g:Enterococcus
ASV4169	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Gimesiaceae	NA	NA	f:Gimesiaceae
ASV4170	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Bythopirellula	NA	g:Bythopirellula
ASV4171	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula	NA	g:Blastopirellula
ASV4172	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	NA	g:Pirellula
ASV4173	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Aliivibrio	fischeri	Aliivibrio fischeri
ASV4174	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	NA	g:Devosia
ASV4177	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	NA	NA	NA	o:Oligoflexales
ASV4178	Bacteria	Proteobacteria	Gammaproteobacteria	pItb-vmat-80	NA	NA	NA	o:pItb-vmat-80
ASV4179	Bacteria	Cyanobacteria	Vampirivibrionia	Gastranaerophilales	NA	NA	NA	o:Gastranaerophilales
